,family,Species per Family in Data,Species per Family,Species per Family in Data_loess_prediction,Species per Family in Data_residuals,Species per Family in Data_highlight_high,Species per Family in Data_highlight_low,R2
308,Ulmaceae,12,65,4.504689984959902,7.495310015040098,False,False,0.5474457932784171
309,Urticaceae,14,2119,70.97130784867231,-56.97130784867231,False,False,0.5474457932784171
310,Velloziaceae,16,316,9.00976101232816,6.990238987671839,False,False,0.5474457932784171
311,Verbenaceae,38,945,37.78846145489955,0.21153854510045278,False,False,0.5474457932784171
312,Viburnaceae,28,233,7.931397727417138,20.06860227258286,False,False,0.5474457932784171
313,Violaceae,5,1288,48.56128830706631,-43.56128830706631,False,False,0.5474457932784171
314,Vitaceae,36,1039,41.63918344594236,-5.639183445942358,False,False,0.5474457932784171
315,Vochysiaceae,3,249,8.114598615369342,-5.114598615369342,False,False,0.5474457932784171
316,Welwitschiaceae,1,1,2.978694155819028,-1.9786941558190279,False,False,0.5474457932784171
317,Winteraceae,7,95,5.194673275220274,1.805326724779726,False,False,0.5474457932784171
318,Xyridaceae,2,410,11.197178212595619,-9.197178212595619,False,False,0.5474457932784171
319,Zamiaceae,7,259,8.2024419997649,-1.2024419997649005,False,False,0.5474457932784171
320,Zingiberaceae,62,2036,68.65843754241062,-6.658437542410624,False,False,0.5474457932784171
321,Zosteraceae,10,21,3.464079982212424,6.535920017787576,False,False,0.5474457932784171
322,Zygophyllaceae,21,295,8.568761565808847,12.431238434191153,False,False,0.5474457932784171
