,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family
3790,Palmitic acid,IPCSVZSSVZVIGE-UHFFFAOYSA-N,IPCSVZSSVZVIGE,Drymaria cordata,Drymaria cordata,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Caryophyllaceae
3793,Spinasterol,JZVFJDZBLUFKCA-FXIAWGAOSA-N,JZVFJDZBLUFKCA,Drymaria cordata,Drymaria cordata,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Caryophyllaceae
3795,alpha-Linolenic acid,DTOSIQBPPRVQHS-IUQGRGSQSA-N,DTOSIQBPPRVQHS,Drymaria cordata,Drymaria cordata,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Caryophyllaceae
3792,4-Hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,RGHHSNMVTDWUBI,Drymaria diandra,Drymaria diandra,Drymaria diandra Blume,Drymaria diandra,Caryophyllaceae
3781,4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,Drymaria diandra,Drymaria diandra,Drymaria diandra Blume,Drymaria diandra,Caryophyllaceae
3796,Diandraflavone,GJQWEXQXMZQZBX-BFPHBORISA-N,GJQWEXQXMZQZBX,Drymaria diandra,Drymaria diandra,Drymaria diandra Blume,Drymaria diandra,Caryophyllaceae
3797,Drymaritin,DRUBOMIDMLWOQH-UHFFFAOYSA-N,DRUBOMIDMLWOQH,Drymaria diandra,Drymaria diandra,Drymaria diandra Blume,Drymaria diandra,Caryophyllaceae
3782,Isovitexin,MYXNWGACZJSMBT-VJXVFPJBSA-N,MYXNWGACZJSMBT,Drymaria diandra,Drymaria diandra,Drymaria diandra Blume,Drymaria diandra,Caryophyllaceae
3798,Methyl 5-hydroxy-4-oxopentanoate,RKMQRPYLPSKVNS-UHFFFAOYSA-N,RKMQRPYLPSKVNS,Drymaria diandra,Drymaria diandra,Drymaria diandra Blume,Drymaria diandra,Caryophyllaceae
3794,Torosaflavone A,NORMTIXLPBZOKX-FYNQTZHUSA-N,NORMTIXLPBZOKX,Drymaria diandra,Drymaria diandra,Drymaria diandra Blume,Drymaria diandra,Caryophyllaceae
1333,(-)-beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Drypetes tessmanniana,Drypetes chevalieri,Drypetes chevalieri Beille,Drypetes chevalieri,Putranjivaceae
1336,3-Friedelanone,OFMXGFHWLZPCFL-SVRPQWSVSA-N,OFMXGFHWLZPCFL,Drypetes tessmanniana,Drypetes chevalieri,Drypetes chevalieri Beille,Drypetes chevalieri,Putranjivaceae
1338,Lupeol,MQYXUWHLBZFQQO-JGGBMTAGSA-N,MQYXUWHLBZFQQO,Drypetes tessmanniana,Drypetes chevalieri,Drypetes chevalieri Beille,Drypetes chevalieri,Putranjivaceae
1339,4-Hydroxybutylglucosinolate,QHIATSAYASRLEY-BZVDQRPCSA-M,QHIATSAYASRLEY,Drypetes gossweileri,Drypetes gossweileri,Drypetes gossweileri S.Moore,Drypetes gossweileri,Putranjivaceae
1334,(-)-beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Drypetes inaequalis,Drypetes inaequalis,Drypetes inaequalis Hutch.,Drypetes inaequalis,Putranjivaceae
1337,3-Friedelanone,OFMXGFHWLZPCFL-SVRPQWSVSA-N,OFMXGFHWLZPCFL,Drypetes inaequalis,Drypetes inaequalis,Drypetes inaequalis Hutch.,Drypetes inaequalis,Putranjivaceae
1340,Oleanolic acid,MIJYXULNPSFWEK-GTOFXWBISA-N,MIJYXULNPSFWEK,Drypetes inaequalis,Drypetes inaequalis,Drypetes inaequalis Hutch.,Drypetes inaequalis,Putranjivaceae
1343,Queretaroic acid,CZWBKSDPBWNHGO-AHJCBHEUSA-N,CZWBKSDPBWNHGO,Drypetes inaequalis,Drypetes inaequalis,Drypetes inaequalis Hutch.,Drypetes inaequalis,Putranjivaceae
1348,Serjanic acid,BZXSGMYHHGCPEN-FFHUEJMMSA-N,BZXSGMYHHGCPEN,Drypetes inaequalis,Drypetes inaequalis,Drypetes inaequalis Hutch.,Drypetes inaequalis,Putranjivaceae
1335,beta-Stigmasterol,HCXVJBMSMIARIN-PHZDYDNGSA-N,HCXVJBMSMIARIN,Drypetes inaequalis,Drypetes inaequalis,Drypetes inaequalis Hutch.,Drypetes inaequalis,Putranjivaceae
1347,1-Hydroxy-7-hydroxymethyl-6-methoxyxanthone,LMYZUFUIQDXQGQ-UHFFFAOYSA-N,LMYZUFUIQDXQGQ,Drypetes littoralis,Drypetes littoralis,Drypetes littoralis (C.B.Rob.) Merr.,Drypetes littoralis,Putranjivaceae
1344,3-Acetyl oleanolic acid,RIXNFYQZWDGQAE-DFHVBEEKSA-N,RIXNFYQZWDGQAE,Drypetes molunduana Pax and Hoffm,Drypetes stipularis,Drypetes stipularis (Müll.Arg.) Hutch.,Drypetes stipularis,Putranjivaceae
1345,Drypemolundein A,AXXZXNFRMSHHDP-UHFFFAOYSA-N,AXXZXNFRMSHHDP,Drypetes molunduana Pax and Hoffm,Drypetes stipularis,Drypetes stipularis (Müll.Arg.) Hutch.,Drypetes stipularis,Putranjivaceae
1346,Drypemolundein B,KRAXVKNLVSFKDW-QMMSWEJTSA-N,KRAXVKNLVSFKDW,Drypetes molunduana Pax and Hoffm,Drypetes stipularis,Drypetes stipularis (Müll.Arg.) Hutch.,Drypetes stipularis,Putranjivaceae
1341,Erythrodiol,PSZDOEIIIJFCFE-OSQDELBUSA-N,PSZDOEIIIJFCFE,Drypetes molunduana Pax and Hoffm,Drypetes stipularis,Drypetes stipularis (Müll.Arg.) Hutch.,Drypetes stipularis,Putranjivaceae
1342,Hederagenin,PGOYMURMZNDHNS-MYPRUECHSA-N,PGOYMURMZNDHNS,Drypetes molunduana Pax and Hoffm,Drypetes stipularis,Drypetes stipularis (Müll.Arg.) Hutch.,Drypetes stipularis,Putranjivaceae
1330,Lirioresinol B,KOWMJRJXZMEZLD-WRMVBYCNSA-N,KOWMJRJXZMEZLD,Drypetes molunduana Pax and Hoffm,Drypetes stipularis,Drypetes stipularis (Müll.Arg.) Hutch.,Drypetes stipularis,Putranjivaceae
2923,Eupalitin,KWMAWXWUGIEVDG-UHFFFAOYSA-N,KWMAWXWUGIEVDG,Rudbeckia serotina,Echinacea purpurea,Echinacea purpurea (L.) Moench,Echinacea purpurea,Asteraceae
2926,Veronicafolin,RQJFJWHHIIPKGW-UHFFFAOYSA-N,RQJFJWHHIIPKGW,Rudbeckia serotina,Echinacea purpurea,Echinacea purpurea (L.) Moench,Echinacea purpurea,Asteraceae
375,(+)-Laudanidine,MPYHGNAJOKCMAQ-INIZCTEOSA-N,MPYHGNAJOKCMAQ,Stephania aculeata Bailey,Echinostephia aculeata,Echinostephia aculeata (F.M.Bailey) Domin,Echinostephia aculeata,Menispermaceae
10,Amurine,HTAGIZQYGRLQQX-AUUYWEPGSA-N,HTAGIZQYGRLQQX,Stephania aculeata,Echinostephia aculeata,Echinostephia aculeata (F.M.Bailey) Domin,Echinostephia aculeata,Menispermaceae
48,Laudanidine,MPYHGNAJOKCMAQ-MRXNPFEDSA-N,MPYHGNAJOKCMAQ,Stephania aculeata,Echinostephia aculeata,Echinostephia aculeata (F.M.Bailey) Domin,Echinostephia aculeata,Menispermaceae
5787,"2,3,22,23-Tetrahydroxy-2,6,10,15,19,23-hexamethyl-6,10,14,18-tetracosatetraene",NPWAQSYSDCQSKY-UHFFFAOYSA-N,NPWAQSYSDCQSKY,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5789,"3,11-Dioxoolean-12-en-28-oic acid",MMCGQRWWNFNBTO-NQZYQBAXSA-N,MMCGQRWWNFNBTO,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5768,3-Epioleanolic acid,MIJYXULNPSFWEK-KDQGZELNSA-N,MIJYXULNPSFWEK,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5790,"4,6-Dimethoxy-5-methylcoumarin",STOSKTSCSSXGEX-UHFFFAOYSA-N,STOSKTSCSSXGEX,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5791,7-Acetylneotrichilenone,YLKHFXUUZIHXPY-UHFFFAOYSA-N,YLKHFXUUZIHXPY,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5777,7-Ketogedunin,PMISPNORJONCHB-UHFFFAOYSA-N,PMISPNORJONCHB,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5792,Ekeberin C1,HUKMOJLAHVSCJE-UHFFFAOYSA-N,HUKMOJLAHVSCJE,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5793,Ekeberin D4,PIXGUMZAPNRCDR-SFCCXYMXSA-N,PIXGUMZAPNRCDR,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5794,Ekeberin D5,NEHIFLHZEGCZTI-NOXODHDDSA-N,NEHIFLHZEGCZTI,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5795,Ekersenin,IKXIGRLJWISHNK-UHFFFAOYSA-N,IKXIGRLJWISHNK,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5798,Melliferone,BHVMSBIGWPPGBF-LHAYROSJSA-N,BHVMSBIGWPPGBF,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5799,Mexicanolide,DNFJSIPZGYBGON-NRQRQPCMSA-N,DNFJSIPZGYBGON,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5738,Oleanolic acid,MIJYXULNPSFWEK-GTOFXWBISA-N,MIJYXULNPSFWEK,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5802,Proceranolide,WAIKPAHSFOBDTD-OLJNMEOCSA-N,WAIKPAHSFOBDTD,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5776,Swietenolide,DTWMLACXVXYHJD-IPJXLRNBSA-N,DTWMLACXVXYHJD,Ekebergia capensis,Ekebergia capensis,Ekebergia capensis Sparrm.,Ekebergia capensis,Meliaceae
5821,Acetyl-beta-sitosterol,PBWOIPCULUXTNY-LBKBYZTLSA-N,PBWOIPCULUXTNY,Ekebergia pterophylla,Ekebergia pterophylla,Ekebergia pterophylla (C.DC.) Hofmeyr,Ekebergia pterophylla,Meliaceae
5780,Atraric acid,UUQHKWMIDYRWHH-UHFFFAOYSA-N,UUQHKWMIDYRWHH,Ekebergia pterophylla,Ekebergia pterophylla,Ekebergia pterophylla (C.DC.) Hofmeyr,Ekebergia pterophylla,Meliaceae
5778,Oleanonic acid,FMIMFCRXYXVFTA-FUAOEXFOSA-N,FMIMFCRXYXVFTA,Ekebergia pterophylla,Ekebergia pterophylla,Ekebergia pterophylla (C.DC.) Hofmeyr,Ekebergia pterophylla,Meliaceae
5822,Pterophyllin 2,VQUALAOMJNCAIH-UHFFFAOYSA-N,VQUALAOMJNCAIH,Ekebergia pterophylla,Ekebergia pterophylla,Ekebergia pterophylla (C.DC.) Hofmeyr,Ekebergia pterophylla,Meliaceae
5806,beta-Amyrenone,LIIFBMGUDSHTOU-GCNWHLNUSA-N,LIIFBMGUDSHTOU,Ekebergia pterophylla,Ekebergia pterophylla,Ekebergia pterophylla (C.DC.) Hofmeyr,Ekebergia pterophylla,Meliaceae
5468,beta-Amyrin,JFSHUTJDVKUMTJ-QHPUVITPSA-N,JFSHUTJDVKUMTJ,Ekebergia pterophylla,Ekebergia pterophylla,Ekebergia pterophylla (C.DC.) Hofmeyr,Ekebergia pterophylla,Meliaceae
6740,Apigenin 7-glucuronosyl-(1->2)-glucuronide,SJFTVAAHLRFBST-GQIZHPGISA-N,SJFTVAAHLRFBST,Elodea canadensis,Elodea canadensis,Elodea canadensis Michx.,Elodea canadensis,Hydrocharitaceae
6742,Luteolin 3'-methyl ether 7-glucuronosyl-(1->2)-glucuronide,MEUYKMSNZLTEBE-VZMLXNGNSA-N,MEUYKMSNZLTEBE,Elodea canadensis,Elodea canadensis,Elodea canadensis Michx.,Elodea canadensis,Hydrocharitaceae
6741,Luteolin 7-glucuronosyl-(1->2)-glucuronide,PBBVWJQPAZYQDB-GQIZHPGISA-N,PBBVWJQPAZYQDB,Elodea canadensis,Elodea canadensis,Elodea canadensis Michx.,Elodea canadensis,Hydrocharitaceae
5461,Orchinol,HOVUVTNDNLNINP-UHFFFAOYSA-N,HOVUVTNDNLNINP,Epimedium grandiflorum var. thunbergianum,Epimedium grandiflorum var. thunbergianum,Epimedium grandiflorum var. thunbergianum (Miq.) Nakai,Epimedium grandiflorum,Berberidaceae
3670,Junceoside A,PFUFFPUNGJHEMP-KUPOHHKLSA-N,PFUFFPUNGJHEMP,Arenaria juncea,Eremogone juncea,Eremogone juncea (M.Bieb.) Fenzl,Eremogone juncea,Caryophyllaceae
3671,Junceoside B,NBIUVHXRBIWFRQ-IYTPZXRNSA-N,NBIUVHXRBIWFRQ,Arenaria juncea,Eremogone juncea,Eremogone juncea (M.Bieb.) Fenzl,Eremogone juncea,Caryophyllaceae
3665,Arenarine A,KGXNMZDNPKYEHN-UHFFFAOYSA-N,KGXNMZDNPKYEHN,Arenaria kansuensis,Eremogone kansuensis,Eremogone kansuensis (Maxim.) Dillenb. & Kadereit,Eremogone kansuensis,Caryophyllaceae
3666,Arenarine B,QZQZNYPPPNBAEP-UHFFFAOYSA-N,QZQZNYPPPNBAEP,Arenaria kansuensis,Eremogone kansuensis,Eremogone kansuensis (Maxim.) Dillenb. & Kadereit,Eremogone kansuensis,Caryophyllaceae
3660,Ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,Arenaria kansuensis var.ovatipeatala,Eremogone kansuensis,Eremogone kansuensis (Maxim.) Dillenb. & Kadereit,Eremogone kansuensis,Caryophyllaceae
3,(E)-geraniol,GLZPCOQZEFWAFX-JXMROGBWSA-N,GLZPCOQZEFWAFX,Erodium stephanianum,Erodium stephanianum,Erodium stephanianum Willd.,Erodium stephanianum,Geraniaceae
74,Quercetin 3-O-alpha-L-rhamnoside,OXGUCUVFOIWWQJ-HQBVPOQASA-N,OXGUCUVFOIWWQJ,Erodium stephanianum,Erodium stephanianum,Erodium stephanianum Willd.,Erodium stephanianum,Geraniaceae
2439,"5,7,3',4'-Tetrahydroxyflavone",IQPNAANSBPBGFQ-UHFFFAOYSA-N,IQPNAANSBPBGFQ,Caesalpinia gilliesii,Erythrostemon gilliesii,Erythrostemon gilliesii (Hook.) Klotzsch,Erythrostemon gilliesii,Fabaceae
2465,Isorhamnetin,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,IZQSVPBOUDKVDZ,Caesalpinia gilliesii,Erythrostemon gilliesii,Erythrostemon gilliesii (Hook.) Klotzsch,Erythrostemon gilliesii,Fabaceae
1223,Astragalin,JPUKWEQWGBDDQB-QSOFNFLRSA-N,JPUKWEQWGBDDQB,Evolvulus alsinoides,Evolvulus alsinoides,Evolvulus alsinoides (L.) L.,Evolvulus alsinoides,Convolvulaceae
1216,Caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,QAIPRVGONGVQAS,Evolvulus alsinoides,Evolvulus alsinoides,Evolvulus alsinoides (L.) L.,Evolvulus alsinoides,Convolvulaceae
1224,Kaempferol 7-O-beta-D-glucopyranoside,YPWHZCPMOQGCDQ-HMGRVEAOSA-N,YPWHZCPMOQGCDQ,Evolvulus alsinoides,Evolvulus alsinoides,Evolvulus alsinoides (L.) L.,Evolvulus alsinoides,Convolvulaceae
1217,Calystegin B2,FXFBVZOJVHCEDO-NMACYSKISA-N,FXFBVZOJVHCEDO,Evolvulus argyreus,Evolvulus argyreus,Evolvulus argyreus Choisy,Evolvulus argyreus,Convolvulaceae
1220,"7,3',4',5'-Tetrahydroxyflavone",CCCIGFPBADVTFE-UHFFFAOYSA-N,CCCIGFPBADVTFE,Evolvulus nummularius,Evolvulus nummularius,Evolvulus nummularius (L.) L.,Evolvulus nummularius,Convolvulaceae
1222,"7,3',4',5'-Tetrahydroxyflavone 7-glucoside",GOOORDFPBKMNLH-NFRVFMFJSA-N,GOOORDFPBKMNLH,Evolvulus nummularius,Evolvulus nummularius,Evolvulus nummularius (L.) L.,Evolvulus nummularius,Convolvulaceae
1221,"7,3',4',5'-Tetrahydroxyflavone 7-rhamnoside",HERGIJJZSPGDKP-RRZBCFIOSA-N,HERGIJJZSPGDKP,Evolvulus nummularius,Evolvulus nummularius,Evolvulus nummularius (L.) L.,Evolvulus nummularius,Convolvulaceae
1218,Convolamine,AEFPCFUCFQBXDQ-UHFFFAOYSA-N,AEFPCFUCFQBXDQ,Evolvulus sericeus,Evolvulus sericeus,Evolvulus sericeus Sw.,Evolvulus sericeus,Convolvulaceae
1226,Convolidine,GWWGRYGNRKFSSX-UHFFFAOYSA-N,GWWGRYGNRKFSSX,Evolvulus sericeus,Evolvulus sericeus,Evolvulus sericeus Sw.,Evolvulus sericeus,Convolvulaceae
1219,Convoline,QKXIPWXFQDIWOM-UHFFFAOYSA-N,QKXIPWXFQDIWOM,Evolvulus sericeus,Evolvulus sericeus,Evolvulus sericeus Sw.,Evolvulus sericeus,Convolvulaceae
1475,3-O-Methylquercetin,WEPBGSIAWZTEJR-UHFFFAOYSA-N,WEPBGSIAWZTEJR,Polygonum convolvulus,Fallopia convolvulus,Fallopia convolvulus (L.) Á.Löve,Fallopia convolvulus,Polygonaceae
1451,"5,7,3',4'-Tetrahydroxyflavone",IQPNAANSBPBGFQ-UHFFFAOYSA-N,IQPNAANSBPBGFQ,Polygonum convolvulus,Fallopia convolvulus,Fallopia convolvulus (L.) Á.Löve,Fallopia convolvulus,Polygonaceae
1452,Dihydroquercetin,CXQWRCVTCMQVQX-LSDHHAIUSA-N,CXQWRCVTCMQVQX,Polygonum convolvulus,Fallopia convolvulus,Fallopia convolvulus (L.) Á.Löve,Fallopia convolvulus,Polygonaceae
1477,Isorhamnetin,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,IZQSVPBOUDKVDZ,Polygonum convolvulus,Fallopia convolvulus,Fallopia convolvulus (L.) Á.Löve,Fallopia convolvulus,Polygonaceae
1473,Kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC,Polygonum convolvulus,Fallopia convolvulus,Fallopia convolvulus (L.) Á.Löve,Fallopia convolvulus,Polygonaceae
1453,Myricetin,IKMDFBPHZNJCSN-UHFFFAOYSA-N,IKMDFBPHZNJCSN,Polygonum convolvulus,Fallopia convolvulus,Fallopia convolvulus (L.) Á.Löve,Fallopia convolvulus,Polygonaceae
1474,Quercetin,REFJWTPEDVJJIY-UHFFFAOYSA-N,REFJWTPEDVJJIY,Polygonum convolvulus,Fallopia convolvulus,Fallopia convolvulus (L.) Á.Löve,Fallopia convolvulus,Polygonaceae
1476,Rhamnetin,JGUZGNYPMHHYRK-UHFFFAOYSA-N,JGUZGNYPMHHYRK,Polygonum convolvulus,Fallopia convolvulus,Fallopia convolvulus (L.) Á.Löve,Fallopia convolvulus,Polygonaceae
1084,1-Methylbutyl glucosinolate,WAHYFTSIANELBK-DUSGIBRKSA-N,WAHYFTSIANELBK,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1080,2-Phenylethylglucosinolate,CKIJIGYDFNXSET-MFIRQCQASA-M,CKIJIGYDFNXSET,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1078,5-Methylsulfinylpentyl glucosinolate,HUCGRJSHMZWRQQ-LPXZBHKBSA-M,HUCGRJSHMZWRQQ,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1083,5-Methylthiopentylglucosinolate,MEFPHTVXBPLRLX-KHXSHCKASA-M,MEFPHTVXBPLRLX,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1079,Benzylglucosinolate,QQGLQYQXUKHWPX-BXLHIMNRSA-M,QQGLQYQXUKHWPX,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1071,Glucocochlearin,TUSWQPFNQXCPGB-WKWISIMFSA-N,TUSWQPFNQXCPGB,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1077,Glucoerucin,GKUMMDFLKGFCKH-KALKGZTMSA-M,GKUMMDFLKGFCKH,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1076,Glucoiberin,PHYYADMVYQURSX-GEINXPCQSA-N,PHYYADMVYQURSX,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1072,Glucoiberverin,ZCZCVJVUJGULMO-BZVDQRPCSA-M,ZCZCVJVUJGULMO,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1082,Gluconapin,PLYQBXHVYUJNQB-BZVDQRPCSA-M,PLYQBXHVYUJNQB,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1081,Glucoraphanin,GMMLNKINDDUDCF-RFOBZYEESA-M,GMMLNKINDDUDCF,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1073,Sinigrin,QKFAFSGJTMHRRY-OCFLFPRFSA-M,QKFAFSGJTMHRRY,Farsetia clypeata,Fibigia clypeata,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Brassicaceae
1276,Columbamine,YYFOFDHQVIODOQ-UHFFFAOYSA-O,YYFOFDHQVIODOQ,Fibraurea sp.,Fibraurea,Fibraurea Lour.,,Menispermaceae
1267,Jatrorrhizine,MXTLAHSTUOXGQF-UHFFFAOYSA-O,MXTLAHSTUOXGQF,Fibraurea recisa,Fibraurea recisa,Fibraurea recisa Pierre,Fibraurea recisa,Menispermaceae
1270,Palmatine,RLQYRXCUPVKSAW-UHFFFAOYSA-M,RLQYRXCUPVKSAW,Fibraurea recisa,Fibraurea recisa,Fibraurea recisa Pierre,Fibraurea recisa,Menispermaceae
1284,Pseudocolumbamine,VYHHIAOOSMWHKX-UHFFFAOYSA-O,VYHHIAOOSMWHKX,Fibraurea recisa Pierre,Fibraurea recisa,Fibraurea recisa Pierre,Fibraurea recisa,Menispermaceae
1287,(+-)-Tetrahydropalmatine,AEQDJSLRWYMAQI-UHFFFAOYSA-N,AEQDJSLRWYMAQI,Fibraurea chloroleuca Miers,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1288,(+-)-Tetrahydropalmatine,AEQDJSLRWYMAQI-UHFFFAOYSA-N,AEQDJSLRWYMAQI,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1278,Berberrubine,GLYPKDKODVRYGP-UHFFFAOYSA-O,GLYPKDKODVRYGP,Fibraurea chloroleuca Miers,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1279,Berberrubine,GLYPKDKODVRYGP-UHFFFAOYSA-O,GLYPKDKODVRYGP,Fibraurea chloroleuca Miore.,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1273,Columbamine,YYFOFDHQVIODOQ-UHFFFAOYSA-O,YYFOFDHQVIODOQ,Fibraurea chloroleuca Miore.,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1274,Columbamine,YYFOFDHQVIODOQ-UHFFFAOYSA-O,YYFOFDHQVIODOQ,Fibraurea chloroleuca Miers,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1275,Columbamine,YYFOFDHQVIODOQ-UHFFFAOYSA-O,YYFOFDHQVIODOQ,Fibraurea tinctoria,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1286,Corypalmine,BMCZTYDZHNTKPR-UHFFFAOYSA-N,BMCZTYDZHNTKPR,Fibraurea chloroleuca Miers,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1280,Dehydrocorydalmine,VQSYXVWEZATIHL-UHFFFAOYSA-O,VQSYXVWEZATIHL,Fibraurea chloroleuca Miers,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1292,Fibleucinoside,CLMFOKCFOQCBFM-MDETZSQFSA-N,CLMFOKCFOQCBFM,Fibraurea tinctoria,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1293,Fibrauretin A,PYRTUYSUPAFERK-HIKGYAAUSA-N,PYRTUYSUPAFERK,Fibraurea tinctoria,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1294,Fibrauretinoside A,WNOWXHZXFDFPBC-WEYSNVRMSA-N,WNOWXHZXFDFPBC,Fibraurea tinctoria,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1295,Fibraurinoside,PPILOQQTEQXAMT-HSWSLHEESA-N,PPILOQQTEQXAMT,Fibraurea tinctoria,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1268,Jatrorrhizine,MXTLAHSTUOXGQF-UHFFFAOYSA-O,MXTLAHSTUOXGQF,Fibraurea chloroleuca,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1269,Jatrorrhizine,MXTLAHSTUOXGQF-UHFFFAOYSA-O,MXTLAHSTUOXGQF,Fibraurea tinctoria,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1296,Makisterone A,IJRBORPEVKCEQD-JMQWOFAPSA-N,IJRBORPEVKCEQD,Fibraurea tinctoria,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1271,Palmatine,RLQYRXCUPVKSAW-UHFFFAOYSA-M,RLQYRXCUPVKSAW,Fibraurea tinctoria,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1272,Palmatine,RLQYRXCUPVKSAW-UHFFFAOYSA-M,RLQYRXCUPVKSAW,Fibraurea chloroleuca,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
1282,Palmatrubine,DFUDAUWKWTTXFV-UHFFFAOYSA-N,DFUDAUWKWTTXFV,Fibraurea chloroleuca Miers,Fibraurea tinctoria,Fibraurea tinctoria Lour.,Fibraurea tinctoria,Menispermaceae
