,family,Species per Family in Data,Species per Family,Species per Family in Data_loess_prediction,Species per Family in Data_residuals,Species per Family in Data_highlight_high,Species per Family in Data_highlight_low,R2
308,Scrophulariaceae,152,2322,151.89252752643824,0.10747247356175649,False,False,0.6305372614390841
309,Selaginellaceae,23,747,54.683002827033135,-31.683002827033135,False,False,0.6305372614390841
310,Simaroubaceae,48,126,9.538225582945842,38.46177441705416,False,False,0.6305372614390841
311,Simmondsiaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
312,Siparunaceae,8,54,5.547796189044764,2.452203810955236,False,False,0.6305372614390841
313,Smilacaceae,23,267,16.313226205091876,6.686773794908124,False,False,0.6305372614390841
314,Solanaceae,397,2872,186.17846524219235,210.82153475780765,False,False,0.6305372614390841
315,Sphenocleaceae,1,2,2.59561393937378,-1.5956139393737798,False,False,0.6305372614390841
316,Stachyuraceae,2,10,3.054367026776366,-1.054367026776366,False,False,0.6305372614390841
317,Staphyleaceae,5,45,5.041281310977856,-0.04128131097785559,False,False,0.6305372614390841
318,Stemonaceae,16,39,4.702696283566794,11.297303716433206,False,False,0.6305372614390841
319,Stilbaceae,5,40,4.75917917625901,0.24082082374099034,False,False,0.6305372614390841
320,Strasburgeriaceae,1,2,2.59561393937378,-1.5956139393737798,False,False,0.6305372614390841
321,Strelitziaceae,1,12,3.1687559644121066,-2.1687559644121066,False,False,0.6305372614390841
322,Styracaceae,10,163,11.496646526630293,-1.4966465266302933,False,False,0.6305372614390841
323,Surianaceae,1,9,2.9971284849294073,-1.9971284849294073,False,False,0.6305372614390841
324,Symplocaceae,15,411,27.697941834576735,-12.697941834576735,False,False,0.6305372614390841
325,Talinaceae,2,28,4.07992261290205,-2.07992261290205,False,False,0.6305372614390841
326,Tamaricaceae,21,113,8.828107949496282,12.171892050503718,False,False,0.6305372614390841
327,Taxaceae,16,30,4.193361089500502,11.806638910499498,False,False,0.6305372614390841
328,Tecophilaeaceae,2,27,4.023167324389776,-2.0231673243897763,False,False,0.6305372614390841
329,Tetrachondraceae,2,3,2.6530650248952132,-0.6530650248952132,False,False,0.6305372614390841
330,Theaceae,24,373,24.399937523690255,-0.39993752369025515,False,False,0.6305372614390841
331,Thomandersiaceae,1,6,2.825233505023044,-1.8252335050230442,False,False,0.6305372614390841
332,Thymelaeaceae,74,969,70.8626133927266,3.137386607273399,False,False,0.6305372614390841
333,Tofieldiaceae,1,30,4.193361089500502,-3.1933610895005016,False,False,0.6305372614390841
334,Torricelliaceae,3,11,3.1115760932903616,-0.11157609329036156,False,False,0.6305372614390841
335,Tovariaceae,1,2,2.59561393937378,-1.5956139393737798,False,False,0.6305372614390841
336,Trigoniaceae,1,33,4.363342625077234,-3.363342625077234,False,False,0.6305372614390841
337,Trimeniaceae,1,8,2.9398602076748177,-1.9398602076748177,False,False,0.6305372614390841
338,Trochodendraceae,2,2,2.59561393937378,-0.5956139393737798,False,False,0.6305372614390841
339,Tropaeolaceae,10,97,7.946249386876121,2.0537506131238787,False,False,0.6305372614390841
340,Typhaceae,6,74,6.667814155526091,-0.6678141555260906,False,False,0.6305372614390841
341,Ulmaceae,15,65,6.164739877948306,8.835260122051693,False,False,0.6305372614390841
342,Urticaceae,43,2119,138.9768581503948,-95.9768581503948,False,False,0.6305372614390841
343,Vahliaceae,1,5,2.7678746534697396,-1.7678746534697396,False,False,0.6305372614390841
344,Velloziaceae,25,316,19.360941814074316,5.639058185925684,False,False,0.6305372614390841
345,Verbenaceae,64,945,69.26212081951765,-5.262120819517648,False,False,0.6305372614390841
346,Viburnaceae,60,233,14.74180693354833,45.25819306645167,False,False,0.6305372614390841
347,Violaceae,13,1288,90.75366831116906,-77.75366831116906,False,False,0.6305372614390841
348,Vitaceae,54,1039,75.52832304472045,-21.52832304472045,False,False,0.6305372614390841
349,Vochysiaceae,8,249,15.501615840486304,-7.501615840486304,False,False,0.6305372614390841
350,Welwitschiaceae,1,1,2.538131840373052,-1.538131840373052,False,False,0.6305372614390841
351,Winteraceae,10,95,7.8355346900785685,2.1644653099214315,False,False,0.6305372614390841
352,Xyridaceae,5,410,27.609892548917294,-22.609892548917294,False,False,0.6305372614390841
353,Zamiaceae,12,259,15.958053918429984,-3.958053918429984,False,False,0.6305372614390841
354,Zingiberaceae,116,2036,133.6532154206041,-17.653215420604113,False,False,0.6305372614390841
355,Zosteraceae,4,21,3.6821141393604644,0.3178858606395356,False,False,0.6305372614390841
356,Zygophyllaceae,33,295,17.75887769191476,15.241122308085242,False,False,0.6305372614390841
