name,compound,doi,InChIKey,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
atractylodes ovata de candolle,γ-selinene,10.1093/ECAM/NEQ006,RMZHSBMIZBMVMN-UHFFFAOYSA-N,182976-1,Atractylodes lancea,Atractylodes lancea (Thunb.) DC.,Asteraceae,Species,Atractylodes lancea,Atractylodes lancea (Thunb.) DC.,182976-1,Atractylodes,2900935,Synonym,knms_single,Atractylodes ovata Prodr. 7: 48 (1838) (Thunb.) DC. 1838
atractylodes ovata de candolle,atractylenolide iii,10.1093/ECAM/NEQ006,FBMORZZOJSDNRQ-GLQYFDAESA-N,182976-1,Atractylodes lancea,Atractylodes lancea (Thunb.) DC.,Asteraceae,Species,Atractylodes lancea,Atractylodes lancea (Thunb.) DC.,182976-1,Atractylodes,2900935,Synonym,knms_single,Atractylodes ovata Prodr. 7: 48 (1838) (Thunb.) DC. 1838
bagassa guianensis aubl,katuranin,10.1016/J.PHYTOCHEM.2010.06.020,PADQINQHPQKXNL-LSDHHAIUSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,arachidin 2,10.1016/J.PHYTOCHEM.2010.06.020,WWFOQQIWOKJBSJ-SNAWJCMRSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,alboctalol,10.1016/J.PHYTOCHEM.2010.06.020,QQGGCAFWTCETPD-UHFFFAOYSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,moracin m,10.1016/J.PHYTOCHEM.2010.06.020,LHPRYOJTASOZGJ-UHFFFAOYSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,moracin p,10.1016/J.PHYTOCHEM.2010.06.020,QFUCSEIKNTUPPA-GOSISDBHSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,steppogenin,10.1016/J.PHYTOCHEM.2010.06.020,QBLQLKNOKUHRCH-UHFFFAOYSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,dihydromorin,10.1016/J.PHYTOCHEM.2010.06.020,QIWOFDHUQPJCJF-LSDHHAIUSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,artogomezianol,10.1016/J.PHYTOCHEM.2010.06.020,JABUEXRBDJUPEK-OWOJBTEDSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,trans-resveratrol,10.1016/J.PHYTOCHEM.2010.06.020,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,trans-oxyresveratrol,10.1016/J.PHYTOCHEM.2010.06.020,PDHAOJSHSJQANO-OWOJBTEDSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,moracin n,10.1016/J.PHYTOCHEM.2010.06.020,WBSCSIABHGPAMC-UHFFFAOYSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,β-sitosterol,10.1016/J.PHYTOCHEM.2010.06.020,KZJWDPNRJALLNS-VJSFXXLFSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
bagassa guianensis aubl,resorcinol,10.1016/J.PHYTOCHEM.2010.06.020,GHMLBKRAJCXXBS-UHFFFAOYSA-N,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.
colubrina greggii var. yucatanensis,discarine b,10.1590/S0103-50532011000700013,SCJZVYYNGPHJMK-MSUUIHNZSA-N,77129501-1,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,Rhamnaceae,Species,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,77129501-1,Colubrina,2731502,Synonym,direct_wcvp_unique,Colubrina greggii var. yucatanensis
colubrina greggii var. yucatanensis,betulinic acid,10.1590/S0103-50532011000700013,QGJZLNKBHJESQX-FZFNOLFKSA-N,77129501-1,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,Rhamnaceae,Species,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,77129501-1,Colubrina,2731502,Synonym,direct_wcvp_unique,Colubrina greggii var. yucatanensis
colubrina greggii var. yucatanensis,chrysophanein,10.1590/S0103-50532011000700013,QKPDYSSHOSPOKH-JNHRPPPUSA-N,77129501-1,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,Rhamnaceae,Species,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,77129501-1,Colubrina,2731502,Synonym,direct_wcvp_unique,Colubrina greggii var. yucatanensis
colubrina greggii var. yucatanensis,ceanothic acid,10.1590/S0103-50532011000700013,WLCHQSHZHFLMJH-VILVJDKQSA-N,77129501-1,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,Rhamnaceae,Species,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,77129501-1,Colubrina,2731502,Synonym,direct_wcvp_unique,Colubrina greggii var. yucatanensis
elaeodendron croceum,naringenin,10.1080/14786410903052399,FTVWIRXFELQLPI-ZDUSSCGKSA-N,160659-1,Elaeodendron croceum,Elaeodendron croceum (Thunb.) DC.,Celastraceae,Species,Elaeodendron croceum,Elaeodendron croceum (Thunb.) DC.,160659-1,Elaeodendron,2786171,Accepted,direct_wcvp_unique,Elaeodendron croceum
elaeodendron croceum,11α-hydroxy-β-amyrin,10.1080/14786410903052399,UBUHIKQRNDOKCZ-JABDUKPASA-N,160659-1,Elaeodendron croceum,Elaeodendron croceum (Thunb.) DC.,Celastraceae,Species,Elaeodendron croceum,Elaeodendron croceum (Thunb.) DC.,160659-1,Elaeodendron,2786171,Accepted,direct_wcvp_unique,Elaeodendron croceum
elaeodendron croceum,tingenone,10.1080/14786410903052399,WSTYNZDAOAEEKG-GWJSGULQSA-N,160659-1,Elaeodendron croceum,Elaeodendron croceum (Thunb.) DC.,Celastraceae,Species,Elaeodendron croceum,Elaeodendron croceum (Thunb.) DC.,160659-1,Elaeodendron,2786171,Accepted,direct_wcvp_unique,Elaeodendron croceum
forsythia suspensa,syringic acid,10.1155/2014/304830,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,vanillic acid,10.1155/2014/304830,WKOLLVMJNQIZCI-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,benzoic acid,10.1155/2014/304830,WPYMKLBDIGXBTP-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,trans-ferulic acid,10.1155/2014/304830,KSEBMYQBYZTDHS-HWKANZROSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,betulinic acid,10.1155/2014/304830,QGJZLNKBHJESQX-FZFNOLFKSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,taraxasterol acetate,10.1155/2014/304830,SFEUTIOWNUGQMZ-ZHLOSDGBSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,p-hydroxyphenylacetic acid,10.1155/2014/304830,XQXPVVBIMDBYFF-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,β-sitosterol,10.1155/2014/304830,KZJWDPNRJALLNS-VJSFXXLFSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,hydroxytyrosol,10.1155/2014/304830,JUUBCHWRXWPFFH-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,ψ-taraxasterol,10.1155/2014/304830,NGFFRJBGMSPDMS-VPUBHQHASA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,"3,4-dimethoxybenzoic acid",10.1155/2014/304830,DAUAQNGYDSHRET-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,β-amyrin acetate,10.1155/2014/304830,UMRPOGLIBDXFNK-ZYGITSNFSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,phillyrin,10.1155/2014/304830,KFFCKOBAHMGTMW-LGQRSHAYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,adoxosidic acid,10.1155/2014/304830,XJOPDXRZTFGTIW-PKUPRILXSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,protocatechualdehyde,10.1155/2014/304830,IBGBGRVKPALMCQ-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,p-hydroxybenzoic acid,10.1155/2014/304830,FJKROLUGYXJWQN-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,quercetin,10.1155/2014/304830,REFJWTPEDVJJIY-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,caffeic acid,10.1155/2014/304830,QAIPRVGONGVQAS-DUXPYHPUSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,esculetin,10.1155/2014/304830,ILEDWLMCKZNDJK-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,acetyl oleanolic acid,10.1155/2014/304830,RIXNFYQZWDGQAE-DFHVBEEKSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,"(6s,9r)-roseoside",10.1155/2014/304830,SWYRVCGNMNAFEK-MHXFFUGFSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,p-tyrosol,10.1155/2014/304830,YCCILVSKPBXVIP-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,stigmasterol,10.1155/2014/304830,HCXVJBMSMIARIN-PHZDYDNGSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,forsythoside d,10.1155/2014/304830,PESJTXLXMMWKDK-QBASSBPSSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,2-furancarboxylic acid,10.1155/2014/304830,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,salidroside,10.1155/2014/304830,ILRCGYURZSFMEG-RKQHYHRCSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,methyl-α-d-glucopyranoside,10.1155/2014/304830,HOVAGTYPODGVJG-ZFYZTMLRSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
forsythia suspensa,p-hydroxyphenylacetic acid methyl ester,10.1155/2014/304830,XGDZEDRBLVIUMX-UHFFFAOYSA-N,608900-1,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,Oleaceae,Species,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,608900-1,Forsythia,369441,Accepted,direct_wcvp_unique,Forsythia suspensa
ginkgo biloba,shikimic acid,10.1007/S11306-009-0195-X,JXOHGGNKMLTUBP-HSUXUTPPSA-N,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba
ginkgo biloba,bilobalide,10.1007/S11306-009-0195-X,MOLPUWBMSBJXER-YDGSQGCISA-N,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba
ginkgo biloba,"3,4-dihydroxybenzoic acid",10.1007/S11306-009-0195-X,YQUVCSBJEUQKSH-UHFFFAOYSA-N,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba
citrus depressa,nobiletin,10.3892/IJO.2015.2946,MRIAQLRQZPPODS-UHFFFAOYSA-N,771887-1,Citrus × depressa,Citrus × depressa Hayata,Rutaceae,Species,Citrus × depressa,Citrus × depressa Hayata,771887-1,Citrus,2724072,Accepted,knms_single,Citrus depressa Icon. Pl. Formosan. 8: 16 (1919) Hayata 1919
citrus reticulate,nobiletin,10.3892/IJO.2015.2946,MRIAQLRQZPPODS-UHFFFAOYSA-N,772038-1,Citrus reticulata,Citrus reticulata Blanco,Rutaceae,Species,Citrus reticulata,Citrus reticulata Blanco,772038-1,Citrus,2724336,Accepted,openrefine_unique,Rutaceae Citrus reticulata Blanco
scutellaria baicalensis,skullcapflavone i,10.1186/1742-6405-2-12,CZRGNFVQUYWGKP-UHFFFAOYSA-N,458155-1,Scutellaria baicalensis,Scutellaria baicalensis Georgi,Lamiaceae,Species,Scutellaria baicalensis,Scutellaria baicalensis Georgi,458155-1,Scutellaria,188938,Accepted,direct_wcvp_unique,Scutellaria baicalensis
scutellaria baicalensis,skullcapflavone ii,10.1186/1742-6405-2-12,GMQFOKBGMKVUQZ-UHFFFAOYSA-N,458155-1,Scutellaria baicalensis,Scutellaria baicalensis Georgi,Lamiaceae,Species,Scutellaria baicalensis,Scutellaria baicalensis Georgi,458155-1,Scutellaria,188938,Accepted,direct_wcvp_unique,Scutellaria baicalensis
scutellaria baicalensis,baicalein,10.1186/1742-6405-2-12,FXNFHKRTJBSTCS-UHFFFAOYSA-N,458155-1,Scutellaria baicalensis,Scutellaria baicalensis Georgi,Lamiaceae,Species,Scutellaria baicalensis,Scutellaria baicalensis Georgi,458155-1,Scutellaria,188938,Accepted,direct_wcvp_unique,Scutellaria baicalensis
